Pipeline,Date,Rate Schedule,Receipt Point,Receipt Zone,Delivery Point,Delivery Zone,Tariff Rate Type,Tariff Rate,Magnitude,Tariff Rate Structure,Rate Zone
"ETC Tiger Pipeline, LLC",07/01/2018,FTS,Acadian IC | 79022,East Of Hwy 789,ANR | 78542,East Of Hwy 789,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,Overrun,0.09860,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,Reservation,2.99910,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Overrun,0.09860,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Reservation,2.99910,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Overrun,0.09860,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Reservation,2.99910,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Bangor Gas - Bucksport (Orrington) | 30017,STH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Overrun,0.09860,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Reservation,2.99910,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Overrun,0.09860,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Reservation,2.99910,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Overrun,0.09860,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Reservation,2.99910,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Bangor Gas - Bucksport (Orrington) | 30017,STH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Overrun,0.09860,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT- WB,PNGTS (Rec.30006/Del.30026) | 35006,STH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Reservation,2.99910,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Overrun,0.00520,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Reservation,0.15820,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Overrun,0.00520,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Reservation,0.15820,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,Overrun,0.00520,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,Reservation,0.15820,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Overrun,0.00520,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Reservation,0.15820,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Overrun,0.00520,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Reservation,0.15820,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Bangor Gas - Bucksport (Orrington) | 30017,STH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Overrun,0.00520,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Reservation,0.15820,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Overrun,0.00520,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Reservation,0.15820,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Overrun,0.00520,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Reservation,0.15820,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Bangor Gas - Bucksport (Orrington) | 30017,STH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Overrun,0.00520,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-BG,PNGTS (Rec.30006/Del.30026) | 35006,STH,Bangor Gas - Bucksport (Orrington) | 30017,STH,Reservation,0.15820,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Overrun,0.01460,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Reservation,0.44410,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Overrun,0.01460,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Reservation,0.44410,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,Overrun,0.01460,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Beverly-Essex Co. Ma (Bi-Dir 30025) Flow North | 30035,NTB,Bangor Gas - Bucksport (Orrington) | 30017,STH,Reservation,0.44410,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Fuel,0.71000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Overrun,0.01460,$/Dth     ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Beverly-Salem Essex Co. Ma (Bi-Dir 30035) Flow South | 30025,NTB,Reservation,0.44410,$/Dth/mth ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,ACA,0.00130,$/Dth,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.85000,%         ,System,Entire System
"Maritimes & Northeast Pipeline, L.L.C.",07/01/2018,MNLFT-HH,Bailyville Border M&R (In) - Washington Co. ME. (Del. 30014) | 30012,NTH,Baileyville Border M&R (Out) - Washington Co. ME (Rec. 30012) | 30014,NTH,Fuel,0.71000,%         ,System,Entire System
